work_year,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,name_c,region_c,name_e,region_e,salary_in_usd_160hs,sub-region_c_Australia and New Zealand,sub-region_c_Eastern Asia,sub-region_c_Eastern Europe,sub-region_c_Latin America and the Caribbean,sub-region_c_Northern Africa,sub-region_c_Northern America,sub-region_c_Northern Europe,sub-region_c_Polynesia,sub-region_c_South-eastern Asia,sub-region_c_Southern Asia,sub-region_c_Southern Europe,sub-region_c_Sub-Saharan Africa,sub-region_c_Western Asia,sub-region_c_Western Europe,sub-region_e_Australia and New Zealand,sub-region_e_Central Asia,sub-region_e_Eastern Asia,sub-region_e_Eastern Europe,sub-region_e_Latin America and the Caribbean,sub-region_e_Northern Africa,sub-region_e_Northern America,sub-region_e_Northern Europe,sub-region_e_Polynesia,sub-region_e_South-eastern Asia,sub-region_e_Southern Asia,sub-region_e_Southern Europe,sub-region_e_Sub-Saharan Africa,sub-region_e_Western Asia,sub-region_e_Western Europe,general_job_title_Analista de Datos y Business Intelligence,general_job_title_Científico de Datos y Machine Learning,general_job_title_Científico e Investigación,general_job_title_Gestión y Liderazgo,general_job_title_Ingeniería de Datos y Big Data,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE
2023,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M,Spain,Europe,Spain,Europe,51508,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2023,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M,Spain,Europe,Spain,Europe,40777,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2023,FT,Data Engineer,95000,USD,95000,ES,100,ES,M,Spain,Europe,Spain,Europe,95000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2023,FT,Data Engineer,80000,USD,80000,ES,100,ES,M,Spain,Europe,Spain,Europe,80000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Engineer,70000,EUR,73546,ES,0,ES,M,Spain,Europe,Spain,Europe,73546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M,Spain,Europe,Spain,Europe,50432,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Analyst,38000,EUR,39925,ES,0,ES,M,Spain,Europe,Spain,Europe,39925,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,Spain,Europe,Spain,Europe,68293,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,Spain,Europe,Spain,Europe,68293,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,40000,EUR,42026,ES,0,ES,M,Spain,Europe,Spain,Europe,42026,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Science Consultant,26000,EUR,27317,ES,50,ES,L,Spain,Europe,Spain,Europe,27317,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2022,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,Spain,Europe,Spain,Europe,68293,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M,Spain,Europe,Spain,Europe,50432,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,Spain,Europe,Spain,Europe,37824,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M,Spain,Europe,Spain,Europe,50432,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M,Spain,Europe,Spain,Europe,50432,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M,Spain,Europe,Spain,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2022,FT,Data Engineer,80000,EUR,84053,ES,100,ES,M,Spain,Europe,Spain,Europe,84053,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Engineer,70000,EUR,73546,ES,100,ES,M,Spain,Europe,Spain,Europe,73546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Scientist,30000,EUR,31520,ES,50,ES,M,Spain,Europe,Spain,Europe,31520,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2022,FT,Data Analyst,40000,EUR,42026,ES,100,ES,M,Spain,Europe,Spain,Europe,42026,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2022,FT,Data Analyst,30000,EUR,31520,ES,100,ES,M,Spain,Europe,Spain,Europe,31520,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2022,FT,Data Engineer,80000,EUR,84053,ES,100,ES,M,Spain,Europe,Spain,Europe,84053,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Engineer,70000,EUR,73546,ES,100,ES,M,Spain,Europe,Spain,Europe,73546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Engineer,60000,EUR,63040,ES,100,ES,M,Spain,Europe,Spain,Europe,63040,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Engineer,45000,EUR,47280,ES,100,ES,M,Spain,Europe,Spain,Europe,47280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2021,PT,Data Analyst,8760,EUR,10354,ES,50,ES,M,Spain,Europe,Spain,Europe,20708,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2021,FT,Machine Learning Engineer,40000,EUR,47282,ES,100,ES,S,Spain,Europe,Spain,Europe,47282,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2020,FT,Data Engineer,70000,EUR,79833,ES,50,ES,L,Spain,Europe,Spain,Europe,79833,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2021,FT,AI Scientist,55000,USD,55000,ES,100,ES,L,Spain,Europe,Spain,Europe,55000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2021,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L,Spain,Europe,Spain,Europe,37825,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2020,FT,Data Scientist,34000,EUR,38776,ES,100,ES,M,Spain,Europe,Spain,Europe,38776,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2021,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M,Spain,Europe,Spain,Europe,46809,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2022,PT,Data Analyst,24000,EUR,25216,ES,100,US,L,United States of America,Americas,Spain,Europe,50432,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2022,FT,Data Engineer,193000,USD,193000,ES,100,US,M,United States of America,Americas,Spain,Europe,193000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2020,FT,Data Engineer,130800,USD,130800,ES,100,US,M,United States of America,Americas,Spain,Europe,130800,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,Data Scientist,84000,EUR,88256,ES,100,GB,L,United Kingdom of Great Britain and Northern Ireland,Europe,Spain,Europe,88256,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2021,FT,Big Data Engineer,60000,USD,60000,ES,50,RO,M,Romania,Europe,Spain,Europe,60000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,AI Scientist,30000,EUR,31520,PT,100,ES,M,Spain,Europe,Portugal,Europe,31520,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2023,FT,Machine Learning Engineer,150000,USD,150000,PT,100,US,M,United States of America,Americas,Portugal,Europe,150000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2020,FT,Lead Data Engineer,56000,USD,56000,PT,100,US,M,United States of America,Americas,Portugal,Europe,56000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2023,FT,Head of Data,70000,EUR,75116,PT,100,PT,L,Portugal,Europe,Portugal,Europe,75116,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2023,FT,Data Engineer,65000,EUR,69751,PT,0,PT,M,Portugal,Europe,Portugal,Europe,69751,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2023,FT,Data Engineer,35000,EUR,37558,PT,0,PT,M,Portugal,Europe,Portugal,Europe,37558,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,60000,EUR,63040,PT,0,PT,M,Portugal,Europe,Portugal,Europe,63040,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M,Portugal,Europe,Portugal,Europe,36773,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,70000,EUR,73546,PT,0,PT,M,Portugal,Europe,Portugal,Europe,73546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Data Engineer,40000,EUR,42026,PT,0,PT,M,Portugal,Europe,Portugal,Europe,42026,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,FT,Lead Machine Learning Engineer,66000,EUR,69344,PT,100,PT,L,Portugal,Europe,Portugal,Europe,69344,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2022,FT,Lead Data Scientist,28500,EUR,29944,PT,50,PT,S,Portugal,Europe,Portugal,Europe,29944,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2020,FT,Data Analyst,20000,EUR,22809,PT,100,PT,M,Portugal,Europe,Portugal,Europe,22809,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2022,FT,Machine Learning Infrastructure Engineer,53000,EUR,55685,PT,50,PT,L,Portugal,Europe,Portugal,Europe,55685,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,FT,ML Engineer,20000,EUR,21013,PT,100,PT,L,Portugal,Europe,Portugal,Europe,21013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2020,FT,Machine Learning Infrastructure Engineer,44000,EUR,50180,PT,0,PT,M,Portugal,Europe,Portugal,Europe,50180,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2021,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L,Portugal,Europe,Portugal,Europe,60757,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2022,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M,Luxembourg,Europe,Portugal,Europe,10000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
